id,cliente_id,producto_id,fecha,cantidad,total
113,37,44,2023-08-06,5,550000.0
114,63,34,2022-06-23,3,255000.0
115,6,15,2023-03-22,4,944000.0
116,77,4,2023-12-19,1,252000.0
117,27,20,2024-10-31,2,318000.0
118,99,9,2022-07-08,3,792000.0
119,38,21,2022-04-25,1,268000.0
120,1,32,2023-02-25,4,668000.0
121,23,9,2023-07-26,4,1056000.0
122,69,46,2023-03-08,2,352000.0
123,65,36,2022-11-13,3,876000.0
124,10,26,2023-05-15,1,150000.0
125,56,2,2023-07-07,4,232000.0
126,10,21,2023-09-05,5,1340000.0
127,55,37,2022-10-17,4,1064000.0
128,91,41,2022-04-26,4,1052000.0
129,38,8,2024-05-25,4,904000.0
130,3,21,2024-02-11,2,536000.0
131,80,30,2023-01-11,3,555000.0
132,12,28,2022-10-31,1,52000.0
133,32,28,2023-11-25,5,260000.0
134,52,34,2024-07-19,1,85000.0
135,51,20,2025-04-11,3,477000.0
136,29,22,2023-04-06,2,286000.0
137,10,33,2024-05-30,1,151000.0
138,68,33,2024-08-28,2,302000.0
139,100,23,2025-02-14,3,165000.0
140,94,42,2023-10-16,2,160000.0
141,31,7,2022-08-03,2,586000.0
142,33,13,2023-12-21,2,234000.0
143,78,10,2022-06-18,1,143000.0
144,23,50,2024-02-20,4,804000.0
145,60,49,2022-05-13,5,395000.0
146,98,38,2024-03-28,4,1128000.0
147,88,37,2022-08-12,5,1330000.0
148,42,41,2023-08-13,3,789000.0
149,20,29,2024-09-24,1,265000.0
150,61,29,2024-02-09,3,795000.0
151,36,38,2024-09-20,1,282000.0
152,46,33,2024-01-02,1,151000.0
153,40,30,2025-01-02,4,740000.0
154,5,4,2024-01-22,3,756000.0
155,37,5,2023-07-07,1,104000.0
156,79,39,2022-10-09,5,485000.0
157,50,30,2024-01-03,5,925000.0
158,71,48,2022-05-16,1,217000.0
159,58,37,2023-08-31,2,532000.0
160,42,39,2023-01-05,4,388000.0
161,65,10,2024-11-29,1,143000.0
162,58,7,2024-03-28,3,879000.0
163,92,6,2025-03-20,5,1310000.0
164,83,12,2023-10-28,1,221000.0
165,32,46,2022-08-28,4,704000.0
166,57,34,2024-02-21,5,425000.0
167,79,11,2022-09-25,3,552000.0
168,48,19,2023-04-26,4,880000.0
169,53,50,2024-02-19,3,603000.0
170,87,39,2024-10-14,1,97000.0
171,81,42,2023-12-27,3,240000.0
172,9,22,2024-07-05,1,143000.0
173,72,44,2022-08-14,4,440000.0
174,37,17,2023-12-19,5,440000.0
175,20,22,2023-08-08,1,143000.0
176,75,43,2023-09-23,2,428000.0
177,45,20,2023-03-24,4,636000.0
178,17,39,2023-09-13,1,97000.0
179,40,36,2022-12-31,4,1168000.0
180,83,22,2022-08-10,2,286000.0
181,86,45,2024-06-15,5,260000.0
182,12,42,2024-12-22,4,320000.0
183,66,24,2022-10-08,1,71000.0
184,47,20,2024-07-16,2,318000.0
185,28,22,2024-06-14,4,572000.0
186,25,15,2023-02-09,2,472000.0
187,20,5,2023-10-08,3,312000.0
188,13,33,2023-10-11,5,755000.0
189,95,34,2025-01-10,1,85000.0
190,85,22,2022-11-29,5,715000.0
191,17,39,2023-04-16,4,388000.0
192,20,11,2022-09-20,2,368000.0
193,89,50,2022-11-27,5,1005000.0
194,22,47,2023-05-16,4,356000.0
195,6,27,2023-02-14,3,240000.0
196,87,47,2023-01-08,2,178000.0
197,57,40,2024-11-04,3,189000.0
198,97,48,2022-12-07,4,868000.0
199,30,35,2025-01-26,2,504000.0
200,40,31,2022-08-09,2,196000.0
201,48,44,2023-01-14,5,550000.0
202,57,30,2024-12-14,3,555000.0
203,100,25,2024-05-20,5,580000.0
204,68,27,2024-04-03,2,160000.0
205,26,39,2024-09-05,2,194000.0
206,33,4,2024-09-30,4,1008000.0
207,48,36,2024-03-11,1,292000.0
208,92,34,2025-03-07,1,85000.0
209,37,6,2024-09-06,2,524000.0
210,35,29,2025-01-06,5,1325000.0
211,19,28,2024-12-25,1,52000.0
212,29,29,2024-12-09,3,795000.0
213,4,27,2023-08-29,1,80000.0
214,51,33,2024-12-13,3,453000.0
215,31,25,2023-08-18,1,116000.0
216,48,15,2022-12-04,1,236000.0
217,41,7,2024-02-26,3,879000.0
218,19,9,2022-07-29,1,264000.0
219,37,31,2024-04-11,2,196000.0
220,98,46,2024-02-29,4,704000.0
221,58,40,2024-12-19,1,63000.0
222,11,2,2023-07-28,3,174000.0
223,28,10,2023-06-14,5,715000.0
224,94,39,2024-10-18,5,485000.0
225,55,8,2022-07-10,3,678000.0
226,31,20,2023-10-12,1,159000.0
227,7,16,2024-06-10,4,560000.0
228,82,40,2022-08-07,4,252000.0
229,9,8,2023-08-09,4,904000.0
230,77,35,2024-03-31,1,252000.0
231,81,33,2024-03-16,5,755000.0
232,31,46,2022-06-11,2,352000.0
233,38,28,2022-07-11,1,52000.0
234,79,23,2023-11-07,2,110000.0
235,74,27,2023-07-03,2,160000.0
236,86,43,2022-08-11,1,214000.0
237,68,24,2025-01-09,1,71000.0
238,68,35,2022-09-01,5,1260000.0
239,65,36,2024-11-24,1,292000.0
240,50,31,2024-10-22,1,98000.0
241,82,25,2024-06-09,3,348000.0
242,33,48,2023-12-02,1,217000.0
243,46,5,2024-04-01,3,312000.0
244,31,47,2024-10-01,1,89000.0
245,99,38,2024-08-22,3,846000.0
246,18,3,2022-06-16,3,687000.0
247,70,22,2024-03-12,2,286000.0
248,100,44,2024-09-18,4,440000.0
249,90,31,2025-01-20,2,196000.0
250,18,5,2023-01-31,4,416000.0
251,5,19,2023-08-26,2,440000.0
252,6,13,2024-11-08,1,117000.0
253,41,20,2024-04-21,5,795000.0
254,51,35,2024-05-31,4,1008000.0
255,33,3,2022-12-04,2,458000.0
256,37,23,2022-07-19,1,55000.0
257,84,22,2024-03-13,3,429000.0
258,16,24,2022-09-21,4,284000.0
259,52,48,2023-09-29,4,868000.0
260,50,22,2022-08-23,2,286000.0
261,64,45,2024-06-05,4,208000.0
262,48,34,2025-01-11,3,255000.0
263,11,47,2023-01-07,4,356000.0
264,11,28,2022-06-13,5,260000.0
265,24,35,2023-05-03,3,756000.0
266,42,7,2024-02-23,1,293000.0
267,42,43,2024-02-25,3,642000.0
268,40,29,2024-07-06,5,1325000.0
269,92,28,2024-07-04,2,104000.0
270,89,29,2024-11-16,3,795000.0
271,58,3,2022-12-16,3,687000.0
272,79,28,2023-10-31,3,156000.0
273,82,4,2023-11-14,1,252000.0
274,86,41,2023-06-27,4,1052000.0
275,47,33,2023-12-06,2,302000.0
276,4,10,2024-01-09,5,715000.0
277,87,29,2023-09-21,1,265000.0
278,17,5,2025-03-03,2,208000.0
279,100,42,2024-10-28,3,240000.0
280,47,25,2022-07-04,5,580000.0
281,5,39,2024-12-19,2,194000.0
282,87,29,2025-01-13,3,795000.0
283,48,29,2023-09-15,1,265000.0
284,74,9,2022-07-25,5,1320000.0
285,47,26,2023-09-08,3,450000.0
286,84,18,2022-09-07,2,290000.0
287,15,2,2024-08-27,2,116000.0
288,64,34,2025-03-02,4,340000.0
289,72,8,2023-12-05,3,678000.0
290,100,17,2023-06-29,4,352000.0
291,28,40,2023-05-10,3,189000.0
292,89,32,2025-01-27,2,334000.0
293,16,9,2024-11-05,1,264000.0
294,58,12,2022-12-03,4,884000.0
295,12,44,2023-09-13,3,330000.0
296,86,23,2022-08-18,1,55000.0
297,71,35,2024-10-05,3,756000.0
298,39,11,2025-02-07,2,368000.0
299,47,33,2022-11-19,2,302000.0
300,16,13,2023-10-09,2,234000.0
301,31,32,2023-08-08,1,167000.0
302,47,36,2025-01-27,5,1460000.0
303,48,30,2025-04-03,5,925000.0
304,17,40,2025-02-05,1,63000.0
305,9,20,2023-12-13,4,636000.0
306,92,47,2022-10-31,4,356000.0
307,68,27,2024-10-24,4,320000.0
308,74,5,2022-08-23,2,208000.0
309,41,42,2023-08-07,1,80000.0
310,58,30,2024-08-29,5,925000.0
311,45,9,2023-11-20,5,1320000.0
312,82,38,2025-01-07,2,564000.0
313,99,9,2023-09-06,4,1056000.0
314,65,4,2022-10-29,1,252000.0
315,67,10,2025-02-17,3,429000.0
316,22,11,2025-04-09,3,552000.0
317,91,15,2025-03-13,3,708000.0
318,67,19,2024-07-09,1,220000.0
319,33,13,2022-09-06,5,585000.0
320,36,9,2025-01-11,3,792000.0
321,79,35,2025-02-18,1,252000.0
322,65,42,2024-01-31,2,160000.0
323,76,38,2024-06-11,2,564000.0
324,22,43,2023-10-28,5,1070000.0
325,93,39,2022-05-12,3,291000.0
326,73,3,2023-10-29,1,229000.0
327,11,3,2023-08-06,5,1145000.0
328,34,42,2023-01-19,2,160000.0
329,99,37,2023-03-12,4,1064000.0
330,80,41,2023-09-26,1,263000.0
331,64,41,2024-05-08,5,1315000.0
332,38,42,2023-02-06,3,240000.0
333,62,16,2023-03-31,4,560000.0
334,39,30,2022-11-13,1,185000.0
335,89,4,2022-12-10,2,504000.0
336,57,27,2022-08-11,4,320000.0
337,60,14,2023-07-17,3,447000.0
338,78,10,2022-09-18,3,429000.0
339,92,21,2024-06-10,3,804000.0
340,52,9,2024-07-30,3,792000.0
341,66,36,2024-07-09,1,292000.0
342,41,16,2022-06-11,4,560000.0
343,16,18,2025-02-05,4,580000.0
344,32,10,2023-09-19,1,143000.0
345,7,19,2024-11-29,4,880000.0
346,79,27,2022-11-03,2,160000.0
347,21,21,2024-10-27,5,1340000.0
348,93,21,2023-11-20,2,536000.0
349,98,11,2022-12-09,4,736000.0
350,66,30,2022-12-22,4,740000.0
351,40,32,2023-01-19,1,167000.0
352,12,26,2025-03-25,5,750000.0
353,59,16,2024-12-09,2,280000.0
354,75,23,2022-12-27,1,55000.0
355,7,19,2024-02-22,4,880000.0
356,77,42,2022-06-20,4,320000.0
357,37,35,2024-01-12,1,252000.0
358,14,28,2023-10-31,2,104000.0
359,34,47,2025-02-27,3,267000.0
360,98,26,2023-04-17,3,450000.0
361,6,26,2024-03-04,1,150000.0
362,73,36,2024-11-17,2,584000.0
363,47,36,2023-06-30,3,876000.0
364,10,25,2024-03-11,5,580000.0
365,58,49,2023-04-12,5,395000.0
366,36,40,2024-07-21,5,315000.0
367,16,9,2023-04-20,1,264000.0
368,51,24,2023-08-07,3,213000.0
369,72,24,2024-04-11,2,142000.0
370,26,39,2023-02-09,5,485000.0
371,52,33,2023-11-06,1,151000.0
372,6,3,2025-03-02,2,458000.0
373,92,22,2024-09-16,4,572000.0
374,67,30,2024-02-27,2,370000.0
375,78,33,2024-03-31,2,302000.0
376,42,40,2023-06-25,3,189000.0
377,21,26,2023-11-28,5,750000.0
378,95,20,2024-06-03,5,795000.0
379,44,33,2024-07-11,5,755000.0
380,69,32,2024-01-24,5,835000.0
381,39,31,2022-12-21,1,98000.0
382,48,22,2023-02-18,1,143000.0
383,54,38,2024-11-08,3,846000.0
384,93,45,2022-11-14,1,52000.0
385,77,31,2023-05-07,3,294000.0
386,84,50,2022-07-04,5,1005000.0
387,74,15,2025-01-04,1,236000.0
388,75,31,2024-04-29,2,196000.0
389,68,41,2023-11-11,5,1315000.0
390,100,25,2024-08-22,2,232000.0
391,88,16,2022-09-20,1,140000.0
392,74,45,2024-06-23,1,52000.0
393,25,2,2022-10-24,4,232000.0
394,41,27,2023-06-30,2,160000.0
395,53,45,2022-08-22,2,104000.0
396,53,33,2022-12-19,5,755000.0
397,61,48,2023-06-11,1,217000.0
398,91,9,2024-03-11,5,1320000.0
399,27,36,2024-06-19,3,876000.0
400,85,31,2022-11-28,5,490000.0
401,49,21,2024-02-22,2,536000.0
402,59,35,2022-09-03,3,756000.0
403,70,23,2023-03-24,3,165000.0
404,79,31,2024-03-14,2,196000.0
405,32,18,2023-10-09,5,725000.0
406,39,15,2022-05-25,3,708000.0
407,99,19,2024-01-18,2,440000.0
408,89,46,2022-07-05,4,704000.0
409,41,31,2023-12-20,3,294000.0
410,72,47,2024-06-01,3,267000.0
411,37,8,2023-11-15,5,1130000.0
412,87,35,2023-04-15,4,1008000.0
413,51,23,2023-12-04,2,110000.0
414,38,3,2022-08-18,3,687000.0
415,92,6,2023-11-17,3,786000.0
416,57,42,2023-03-28,3,240000.0
417,96,31,2022-05-27,2,196000.0
418,26,35,2023-08-22,3,756000.0
419,72,45,2022-09-14,3,156000.0
420,18,7,2025-01-17,5,1465000.0
421,95,38,2023-09-16,2,564000.0
422,32,4,2022-11-26,5,1260000.0
423,29,41,2022-11-13,2,526000.0
424,7,7,2022-06-12,4,1172000.0
425,43,46,2023-07-03,4,704000.0
426,13,44,2024-04-16,2,220000.0
427,1,36,2025-03-30,2,584000.0
428,53,42,2022-11-15,4,320000.0
429,62,42,2024-04-11,2,160000.0
430,97,19,2024-03-10,3,660000.0
431,37,42,2024-11-24,1,80000.0
432,99,6,2022-04-22,5,1310000.0
433,30,35,2022-08-15,1,252000.0
434,23,27,2022-05-13,2,160000.0
435,5,26,2023-05-16,4,600000.0
436,24,48,2023-03-15,3,651000.0
437,5,1,2022-12-02,3,318000.0
438,73,39,2024-08-13,1,97000.0
439,43,19,2024-11-14,4,880000.0
440,83,35,2024-07-11,5,1260000.0
441,64,9,2024-01-31,5,1320000.0
442,60,18,2022-10-03,2,290000.0
443,15,22,2023-07-05,2,286000.0
444,94,30,2023-04-18,3,555000.0
445,92,12,2023-07-25,1,221000.0
446,95,22,2022-10-20,3,429000.0
447,73,44,2022-06-27,2,220000.0
448,23,40,2023-04-19,4,252000.0
449,55,33,2024-01-26,3,453000.0
450,12,26,2024-12-31,1,150000.0
451,24,9,2024-12-06,4,1056000.0
452,42,16,2024-03-24,1,140000.0
453,34,25,2022-07-20,2,232000.0
454,58,49,2022-10-03,3,237000.0
455,43,20,2024-05-29,5,795000.0
456,93,37,2024-10-27,1,266000.0
457,34,42,2024-07-24,3,240000.0
458,89,16,2022-05-09,1,140000.0
459,86,8,2024-12-20,4,904000.0
460,40,11,2024-06-22,4,736000.0
461,88,33,2024-09-23,3,453000.0
462,89,8,2023-04-24,3,678000.0
463,48,40,2022-11-23,2,126000.0
464,29,9,2023-07-10,4,1056000.0
465,20,30,2024-02-09,5,925000.0
466,48,27,2022-04-16,5,400000.0
467,61,49,2024-11-24,5,395000.0
468,86,14,2023-10-14,2,298000.0
469,88,49,2023-04-22,5,395000.0
470,11,34,2024-09-16,4,340000.0
471,68,46,2024-01-21,3,528000.0
472,10,37,2023-01-29,1,266000.0
473,8,36,2025-02-09,5,1460000.0
474,26,37,2025-02-15,5,1330000.0
475,20,11,2022-08-24,3,552000.0
476,67,29,2024-07-05,1,265000.0
477,88,14,2023-10-26,5,745000.0
478,63,6,2022-07-28,5,1310000.0
479,58,4,2024-07-09,4,1008000.0
480,17,33,2024-08-06,4,604000.0
481,59,37,2024-06-10,1,266000.0
482,72,30,2024-06-10,3,555000.0
483,93,2,2024-08-21,4,232000.0
484,33,1,2022-05-15,2,212000.0
485,75,5,2023-12-11,1,104000.0
486,55,23,2024-04-13,1,55000.0
487,70,4,2022-06-20,1,252000.0
488,61,3,2024-12-26,3,687000.0
489,53,12,2023-12-05,2,442000.0
490,99,42,2023-11-14,4,320000.0
491,48,25,2023-05-13,4,464000.0
492,49,25,2022-05-09,1,116000.0
493,88,43,2023-10-20,5,1070000.0
494,18,42,2022-07-27,3,240000.0
495,16,12,2023-10-01,5,1105000.0
496,51,34,2023-04-23,2,170000.0
497,94,15,2025-01-28,1,236000.0
498,97,2,2024-12-14,3,174000.0
499,60,44,2022-09-22,5,550000.0
500,55,35,2024-10-03,4,1008000.0
501,30,16,2023-09-12,4,560000.0
502,45,10,2022-11-07,3,429000.0
503,25,47,2022-06-21,1,89000.0
504,5,43,2023-10-13,4,856000.0
505,79,50,2024-08-09,1,201000.0
506,31,14,2023-09-21,1,149000.0
507,13,39,2025-01-06,1,97000.0
508,58,39,2023-01-10,1,97000.0
509,32,48,2025-03-12,1,217000.0
510,52,29,2024-04-04,2,530000.0
511,70,14,2025-03-29,1,149000.0
512,18,33,2024-04-26,3,453000.0
513,30,47,2024-12-20,5,445000.0
514,41,37,2023-01-22,5,1330000.0
515,99,44,2022-11-09,3,330000.0
516,31,20,2022-07-21,2,318000.0
517,85,34,2024-03-24,2,170000.0
518,53,20,2022-06-10,3,477000.0
519,8,36,2023-07-13,5,1460000.0
520,95,12,2023-02-21,4,884000.0
521,72,32,2022-06-21,1,167000.0
522,45,42,2023-02-17,4,320000.0
523,68,21,2022-06-18,4,1072000.0
524,53,10,2023-08-17,3,429000.0
525,49,12,2023-08-08,5,1105000.0
526,61,16,2024-06-22,2,280000.0
527,39,46,2023-12-23,2,352000.0
528,60,4,2024-08-04,5,1260000.0
529,53,27,2024-04-18,5,400000.0
530,68,9,2023-05-12,4,1056000.0
531,32,17,2022-06-09,2,176000.0
532,43,42,2025-01-12,1,80000.0
533,58,24,2023-02-04,1,71000.0
534,69,47,2023-07-02,2,178000.0
535,7,18,2023-10-20,4,580000.0
536,87,39,2022-06-27,5,485000.0
537,6,5,2025-01-26,2,208000.0
538,98,38,2023-09-11,5,1410000.0
539,28,31,2023-06-12,2,196000.0
540,43,20,2022-10-24,1,159000.0
541,28,13,2023-11-06,1,117000.0
542,96,49,2024-02-21,4,316000.0
543,32,45,2023-12-26,5,260000.0
544,91,14,2024-02-26,4,596000.0
545,31,36,2023-12-05,3,876000.0
546,100,19,2023-09-22,4,880000.0
547,60,35,2023-01-29,3,756000.0
548,40,17,2024-05-23,3,264000.0
549,66,32,2025-03-24,4,668000.0
550,13,47,2024-05-25,4,356000.0
551,98,21,2023-11-05,2,536000.0
552,48,21,2024-06-28,4,1072000.0
553,6,37,2023-06-02,2,532000.0
554,95,10,2022-08-20,1,143000.0
555,34,36,2024-02-02,5,1460000.0
556,75,47,2022-08-14,4,356000.0
557,38,10,2024-02-11,2,286000.0
558,43,15,2024-11-04,4,944000.0
559,73,16,2023-01-19,4,560000.0
560,71,42,2024-08-08,3,240000.0
561,33,49,2023-07-14,4,316000.0
562,93,42,2023-08-25,4,320000.0
563,59,11,2022-09-20,3,552000.0
564,22,9,2022-08-16,5,1320000.0
565,63,12,2023-09-05,5,1105000.0
566,83,4,2025-02-03,5,1260000.0
567,5,5,2023-07-17,1,104000.0
568,98,1,2023-08-03,4,424000.0
569,18,41,2024-03-06,2,526000.0
570,9,46,2024-11-05,2,352000.0
571,2,14,2024-02-04,5,745000.0
572,59,24,2022-12-28,1,71000.0
573,80,41,2025-03-20,5,1315000.0
574,62,43,2024-03-03,4,856000.0
575,3,1,2023-10-12,5,530000.0
576,71,27,2024-03-08,1,80000.0
577,3,34,2022-06-18,3,255000.0
578,69,19,2023-10-13,1,220000.0
579,65,45,2024-11-24,4,208000.0
580,23,7,2024-02-18,1,293000.0
581,68,10,2023-06-14,2,286000.0
582,25,40,2025-01-01,5,315000.0
583,33,23,2022-07-12,3,165000.0
584,51,6,2022-08-08,3,786000.0
585,52,30,2025-02-19,5,925000.0
586,32,45,2024-12-29,2,104000.0
587,39,44,2024-01-05,1,110000.0
588,84,42,2023-10-30,1,80000.0
589,12,26,2024-06-19,4,600000.0
590,49,36,2025-03-04,4,1168000.0
591,8,41,2022-12-18,1,263000.0
592,90,11,2022-06-01,1,184000.0
593,64,28,2022-11-21,3,156000.0
594,73,7,2024-11-12,5,1465000.0
595,6,15,2025-03-02,2,472000.0
596,89,37,2024-02-23,4,1064000.0
597,35,3,2022-06-07,1,229000.0
598,88,18,2022-10-27,5,725000.0
599,73,43,2022-07-27,1,214000.0
600,23,21,2023-04-15,1,268000.0
601,27,38,2025-01-10,2,564000.0
602,97,46,2023-11-04,4,704000.0
603,10,20,2023-10-28,2,318000.0
604,73,16,2023-11-29,5,700000.0
605,50,44,2024-09-11,5,550000.0
606,43,25,2022-06-03,2,232000.0
607,89,47,2024-11-08,1,89000.0
608,65,48,2022-12-08,3,651000.0
609,7,7,2025-03-03,4,1172000.0
610,30,5,2024-03-12,3,312000.0
611,78,50,2023-11-11,5,1005000.0
612,77,26,2023-11-12,3,450000.0
613,4,41,2024-03-03,3,789000.0
614,58,32,2022-08-11,2,334000.0
615,46,36,2024-09-21,4,1168000.0
616,56,12,2022-11-13,5,1105000.0
617,85,25,2024-07-14,1,116000.0
618,99,40,2023-11-05,3,189000.0
619,32,46,2023-12-23,1,176000.0
620,11,18,2023-08-15,2,290000.0
621,49,46,2025-01-17,2,352000.0
622,95,25,2023-06-20,3,348000.0
623,47,7,2023-05-06,1,293000.0
624,1,20,2022-10-07,4,636000.0
625,47,49,2022-05-24,3,237000.0
626,14,9,2023-01-28,1,264000.0
627,24,28,2024-05-28,4,208000.0
628,72,36,2024-06-26,5,1460000.0
629,53,7,2023-12-06,1,293000.0
630,12,23,2024-09-02,5,275000.0
631,12,39,2022-10-13,5,485000.0
632,42,25,2023-05-25,1,116000.0
633,38,27,2023-05-23,4,320000.0
634,100,6,2025-04-11,5,1310000.0
635,32,37,2024-03-07,5,1330000.0
636,22,44,2023-03-13,4,440000.0
637,22,9,2024-11-19,3,792000.0
638,39,18,2023-07-01,4,580000.0
639,19,5,2025-03-27,2,208000.0
640,56,18,2024-05-16,4,580000.0
641,39,31,2023-02-18,1,98000.0
642,47,17,2022-10-21,2,176000.0
643,93,41,2022-11-10,4,1052000.0
644,77,40,2022-08-07,2,126000.0
645,59,7,2024-03-16,2,586000.0
646,39,1,2023-01-07,4,424000.0
647,43,40,2024-03-05,4,252000.0
648,43,29,2022-08-28,3,795000.0
649,56,42,2025-03-08,5,400000.0
650,18,20,2023-08-23,3,477000.0
651,78,45,2025-02-14,2,104000.0
652,62,21,2023-10-05,2,536000.0
653,51,21,2022-07-23,3,804000.0
654,95,45,2024-08-15,4,208000.0
655,74,16,2024-08-03,3,420000.0
656,49,18,2023-07-09,4,580000.0
657,47,8,2023-07-23,5,1130000.0
658,26,38,2022-12-14,5,1410000.0
659,24,44,2025-04-05,5,550000.0
660,4,47,2024-12-29,4,356000.0
661,91,14,2023-01-09,4,596000.0
662,38,45,2023-10-27,1,52000.0
663,53,44,2024-06-12,4,440000.0
664,18,41,2023-03-28,3,789000.0
665,31,17,2022-10-19,2,176000.0
666,92,28,2023-02-20,4,208000.0
667,10,29,2022-11-15,5,1325000.0
668,62,38,2023-04-16,4,1128000.0
669,69,33,2024-05-20,4,604000.0
670,70,3,2022-05-24,3,687000.0
671,90,35,2023-10-26,5,1260000.0
672,82,6,2024-08-21,1,262000.0
673,99,16,2024-09-19,3,420000.0
674,22,42,2023-11-08,5,400000.0
675,6,37,2024-04-09,4,1064000.0
676,97,22,2024-08-17,4,572000.0
677,14,1,2022-11-01,1,106000.0
678,34,15,2024-11-19,5,1180000.0
679,96,34,2022-08-25,5,425000.0
680,75,45,2022-07-25,5,260000.0
681,29,29,2023-08-07,3,795000.0
682,51,30,2023-12-23,5,925000.0
683,89,33,2024-04-26,2,302000.0
684,45,2,2024-07-08,4,232000.0
685,14,19,2024-01-12,4,880000.0
686,11,8,2024-01-10,2,452000.0
687,45,20,2024-09-23,3,477000.0
688,59,14,2022-08-06,5,745000.0
689,62,23,2022-10-25,4,220000.0
690,13,29,2023-08-19,4,1060000.0
691,41,5,2025-01-05,3,312000.0
692,6,46,2022-08-07,1,176000.0
693,3,22,2024-03-13,1,143000.0
